name,description,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,availability_365,review_scores_value,price
Kleurrijk en licht appartement,"Bright apartment with cheerful color furniture with nice views over the Bos en Lommer district in the multicultural Amsterdam Oud West. Once you go out the door, there are nice restaurants, cafes, terraces and shops everywhere. You can also walk to both the Westerpark and Erasmuspark within 5 minutes.<br /><br />The house is within the ring, bus and tram stops are around the corner and will take you to the city center and central station in no time.",Bos en Lommer,Entire condo,Entire home/apt,2,1.0,1.0,1.0,[],21,3.5,205.0
Studio/room/private bathroom/100% center,"17th century Dutch townhouse in the heart of the city. no public transport needed! Located a stones throw from Rembrandt Square, Dam Square, Leidse Square and Flower Market. Walking distance from Central Station.<br />Comfortable, cosy, lockable studio (like a hotel room) with comfortable queen size bed and with private bathroom, 4x glazed windows and night blackout curtains, mini fridge, Wi-Fi. Private bathroom. No kitchen. No curfew. You feel 100% privacy. No children/infants policy!!!",Centrum-Oost,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,[],108,4.8,158.0
100m2 apartment situated near RAI and Pijp area,"Spacious house of 106 m2 with 2 bedrooms, a balcony and a garden. The house is located in the middle of the cozy Rivierenbuurt. The Rai (international trade fair and convention center) is just around the corner. The same applies to the train station Rai and the metro (North-South line). With 1 stop you are in the hip de Pijp district, with 2 stops in the city center of Amsterdam. At 100 meters away there is a large supermarket. There are also many nice eateries in the area. So ideally located for a business trip or city trip!",De Pijp - Rivierenbuurt,Entire home,Entire home/apt,4,1.5,2.0,2.0,"['Private backyard – Fully fenced', 'Outdoor furniture', 'Bathtub', 'Free dryer – In unit', 'Board games', 'Outdoor dining area']",9,4.75,299.0
Studio Apartment at Wittenberg by Cove,"Well-appointed and truly beautiful, this neat studio apartment has everything you need to feel at home.",Centrum-Oost,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,[],339,4.69,136.0
Private Studio on Houseboat Center Amsterdam,"PRIVATE ""OWN ENTRANCE"" SUITE ON OUR BOAT. BEST way  to experience the true feeling of Amsterdam is on a houseboat. We invite you to our home to see what we love most about this city. Decorated with detail to design and a romantic getaway  to enjoy the canals in the best area of the city! Yes we live on main part of boat, your suite is on the front side with own entrance and own-bathroom. Happy to see you but it's totally private to you - if you prefer you probably won't even see or notice us ;)",Centrum-West,Boat,Entire home/apt,2,1.0,1.0,1.0,"['Canal view', 'City skyline view']",89,4.61,162.0
Authentic Amsterdam Hideout!,In the monumental house just around the corner of the Prinsengracht you can feel very homey and enjoy the Amsterdam experience.,Centrum-Oost,Entire condo,Entire home/apt,2,1.0,1.0,1.0,[],67,4.7,148.0
Spacious and quiet apartment in lively Pijp area,"Amazing - recently renovated - ground floor apartment with garden. Incl. all necessary facilities (modern kitchen-comfortable bed-nice bathroom). The apartment is located in a quiet area of the buzzing district De Pijp. Several restaurants, shops & cafes are located nearby. Famous places such as the Albert Cuyp market, Sarphatipark, Rijksmuseum & Amsterdam canals are at walking distance. Great connectivity to all public transport (e.g. 15 min to Schiphol).<br /><br />Registration: 0363 4A63 5866 9EE8 950D",De Pijp - Rivierenbuurt,Entire condo,Entire home/apt,2,1.0,1.0,1.0,['Outdoor dining area'],11,4.43,250.0
Luxurious 3 bedroom apartment with garden,"Welcome to our beautiful 3-bedroom apartment with a lovely garden. <br /><br />Apartment is located in a very green area near ""The Pijp"". RAI Conference Center is within walking distance. A tram and metro connection  are just around the corner which get you to the city center in 10 minutes. <br /><br />The apartment is fully renovated and allows for a luxurious stay. Perfect for business travel or families.",De Pijp - Rivierenbuurt,Entire condo,Entire home/apt,4,2.5,3.0,3.0,"['Free washer – In unit', 'Barbecue utensils', 'Private backyard – Fully fenced', 'Babysitter recommendations', 'Outdoor furniture', 'BBQ grill', 'Coffee maker: espresso machine', 'Bathtub', 'Free dryer – In unit', 'Children’s dinnerware', 'Pack ’n play/Travel crib', 'Outdoor dining area']",39,5.0,600.0
Historic canal house in the middle of De Jordaan!,"Welcome to Morningstar! Located right in the heart of Amsterdam. We can cater up to 4 persons in the apartment, which is part of our canal house, with a master bedroom (kingsize bed) and a sleeping sofa in the living room. We welcome guests that are looking for a unique stay in a historic canal house. We like to give families with (little) children a family experience in our apartment, a vibrant place in a picturesque Dutch canal house, overlooking the Westerkerk and Anne Frank House.",Centrum-West,Entire condo,Entire home/apt,4,1.5,2.0,2.0,"['Free washer – In unit', 'Canal view', 'Bathtub', 'Free dryer – In unit', 'Children’s books and toys']",63,4.86,361.0
Newly furnished studio,"This 4th floor studio apartment in the city, is located in a quiet area, ensuring a peaceful and relaxing stay, but still remaining within the ring of Amsterdam. The apartment is just a short bike ride away from the hustle and bustle of the city center. The perfect base for exploring all that Amsterdam has to offer. Public transport is around the corner. Whether you're here for a short break or a longer stay, this apartment can serve your needs.<br /><br />Registration number: Z/23/2135717",Bos en Lommer,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,[],201,4.75,145.0
Cosy Studio Apartment,"Are you looking for a cosy, well-located place to stay in Amsterdam? Then this might be your place! My studio apartment is well located in Bos en Lommer (Amsterdam West). There is a direct connection with bus 15 to Sloterdijk Station and Amsterdam Zuid Station, and with bus 21 you are at central station in 15 minutes. The apartment also has an elevator. Ideal for a short stay if you are looking for explore the city.",Bos en Lommer,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"['Blender', 'Board games', 'Baking sheet']",157,4.25,150.0
Vibrant artist's apartment,"Situated only 5 minutes by foot from the Vondelpark, this second floor apartment offers a bright and relaxed atmosphere in a neighborhood with plenty of cafés and restaurants, without the 24/7 noise of the city center. The two bedrooms are at the back, with access to a small balcony where you can enjoy a morning coffee. The living room gets sun all afternoon and has a hammock for pleasant lounging or reading. If you like to cook yourself, you can make use of the well equipped kitchen.",Zuid,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,['Blender'],4,4.0,250.0
Numa | Duplex Studio near Central Station,"This comfortable duplex studio offers 28.1 sqm of space. Ideal for up to two people, its double bed (160x200) and modern bathroom with shower make this stay a perfect way to experience Amsterdam. There’s also a kitchen, a sofa, and a dining table, so you’ll have everything you need for maximum comfort and minimal stress.",Centrum-Oost,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,[],89,3.97,210.0
Bright and spacious apartment with roof terrace,"This bright and spacious apartment (88m2) in Amsterdam-West, with a large roof terrace (18m2) and balcony, is ideal to enjoy a few days off in Amsterdam. The apartment is located on a very quiet street, but the hustle and bustle of the city is just around the corner. The Jordaan, city center and Westerpark are within 5 minutes walking distance.",Westerpark,Entire condo,Entire home/apt,2,1.5,1.0,1.0,"['Free washer – In unit', 'Outdoor furniture', 'Blender', 'Bathtub', 'Free dryer – In unit', 'Board games', 'Outdoor dining area', 'Baking sheet']",75,4.77,250.0
Beautiful Central Apartment Trendy Amsterdam East,"Your Amsterdam Oasis Awaits!<br />Stay in our beautiful, light-filled apartment with two serene balconies, located in one of Amsterdam's most vibrant areas.",Oud-Oost,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"['Outdoor furniture', 'Blender', 'Outdoor dining area']",49,5.0,170.0
Canal View Apartment,"The apartment is quietly located on the Amsterdam canals close by the Brewery't IJ's Windmill, Artis Zoo, Nemo and Central Station. Also, near by countless landmarks attractions, shopping streets and night life spots.<br />Lots of light into the living space and a cozy balcony to enjoy the view of the canal. No traffic/no city sounds.<br />A shared yard at the back of the flat for quiet moments & meals.<br />It is fully furnished and equipped: wifi, washing machine, dryer, dish washer, central heating.",Centrum-Oost,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"['Free dryer – In unit', 'Outdoor dining area', 'Canal view']",98,4.86,185.0
Unieke waterwoning met uitzicht (Amsterdam-Noord),"Unique water house in a sustainable floating district (Amsterdam-Noord)<br /><br />- 2 bedrooms: 2 single beds<br />- 1 bathroom: shower, bath <br />- 1 living room and kitchen<br />- 1 TV/lounge room<br />- 1 work/reading room <br />- 1 roof terrace<br />- 1 balcony (shared with neighbors)<br />- 2 wc<br /><br />We have designed, built and furnished our home ourselves. We have made great use of natural materials. <br /><br />The house is part of sustainably floating residential area, cleaning ship, developed and built by 46 households.",Oud-Noord,Houseboat,Entire home/apt,2,2.0,2.0,2.0,"['Free washer – In unit', 'Outdoor furniture', 'Blender', 'Bathtub', 'Outdoor dining area', 'Baking sheet']",115,5.0,220.0
Architectual family house 5 min  central station,"Beautiful designed family house.<br />5 Minutes walk from Amsterdam centraal station.<br />Garden behind and next to the house. <br />Garden attached to a city park.<br />Ground Floor: Kitchen (50m2) workspace, gas fireplace, premium coffee equipment (grinder included).<br />Back of the house opens up over 9 mtr to the garden.<br />1. floor: living room, bedroom with a private bathroom and a separate bathroom.<br />2. floor: 2 bedrooms and a bathroom with a shower and bath. airco.<br /><br />All quiet but central!",Oud-Noord,Entire home,Entire home/apt,4,2.0,2.0,2.0,"['Outdoor furniture', 'Piano', 'Coffee maker: espresso machine', 'Bathtub', 'Board games', 'Outdoor dining area', 'High chair']",14,4.56,450.0
"Modern, Hip & Central!","Explore Amsterdam's charm from this hip modern apartment in lively 'De Pijp.' Immerse yourself in vibrant and serene surroundings with contemporary art. Close to shops, cafes, and parks, this centrally located Airbnb is easily accessible from the station and airport, offering an authentic Amsterdam stay.",De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,"['Board games', 'Baking sheet']",92,4.5,271.0
Fabulous city house with garden & view on park!,"* Families/couples only<br />* Cat Max is on holiday himself <br /><br />In the middle of the lively area 'De Pijp' you will find this spacious, light and well decorated family house with garden. Have your coffee in the living room overlooking the park, enjoy lunch on the terraces around the corner, prepare your dinner in the well equipped kitchen and enjoy the sunny garden between 3 and 8 pm! Live a local life when on holiday!",De Pijp - Rivierenbuurt,Entire home,Entire home/apt,4,1.0,3.0,5.0,"['Outdoor furniture', 'Bathtub', 'Board games', 'Outdoor dining area']",8,5.0,595.0
